"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8075,0,0.0200683115,1.8312e-05,20.21
"deconvolveR",0.89,0,0.0249473628,3.91363e-05,23.74
"NoisyVar",0.69,0,0.0159265676,1.0084e-05,4.33
