"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9555,0,0.0053149147,3.5583e-06,118.61
"deconvolveR",0.993,0,0.0070405816,9.5089e-06,121.9
"NoisyVar",0.8805,0,0.0041934675,2.7487e-06,85.2
