"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.799,0,0.0063569272,4.0809e-06,25.89
"deconvolveR",0.792,0,0.006266182,4.1213e-06,29.07
"NoisyVar",0.69,0,0.0049808884,3.2245e-06,26.68
