"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.933,0,0.1482784959,0.0004875869,2.38
"deconvolveR",1,0.999,2.0972280053,0.007324029,5.87
"NoisyVar",0.9495,0.0695,0.5645455733,0.0003967077,2.55
