"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.908,0,0.0043345142,8.5498e-06,12.98
"deconvolveR",0.8985,0,0.0044579304,9.2603e-06,16.45
"NoisyVar",0.8095,0,0.0035022365,2.1506e-06,85.8
