"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8045,0,0.0608403394,0.0001725622,2.2
"deconvolveR",0.8245,0,0.068768751,0.0002345499,5.64
"NoisyVar",0.702,0,0.0511648803,3.36704e-05,2.87
