"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.925,0,0.0282932735,7.75158e-05,2.4
"deconvolveR",0.967,0,0.0345846203,0.0001019964,5.84
"NoisyVar",0.885,0,0.024086308,1.60121e-05,4.18
