"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9,0,0.0081032217,7.1712e-06,15.73
"deconvolveR",0.9205,0,0.008972565,1.44549e-05,19.05
"NoisyVar",0.799,0,0.0064260013,4.0212e-06,26.61
