"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.672,0,0.016254928,0.0001296089,2.24
"deconvolveR",0.891,0,0.0414131957,0.0004903924,7.63
"NoisyVar",0.8105,0,0.0202533879,1.27612e-05,4.29
