"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8225,0,0.0028575312,1.72688e-05,3.54
"deconvolveR",0.802,0,0.003882767,2.45627e-05,7.05
"NoisyVar",0.695,0,0.0027341556,1.6575e-06,85.8
