"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8095,0,0.0031608855,1.42536e-05,4.51
"deconvolveR",0.788,0,0.0035484459,1.57547e-05,9.46
"NoisyVar",0.695,0,0.0027273691,1.6771e-06,85.8
