"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9115,0,0.0045005581,1.76626e-05,4.44
"deconvolveR",0.9775,0,0.0070856094,3.03749e-05,9.06
"NoisyVar",0.8825,0,0.0041599551,2.719e-06,85.8
