"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.803,0,0.0034734784,3.1427e-06,56.88
"deconvolveR",0.7985,0,0.003448246,2.7275e-06,60.06
"NoisyVar",0.694,0,0.002727034,1.6769e-06,84.6
