"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.891,0,0.0425785164,0.0001133906,2.43
"deconvolveR",0.8985,0,0.0456743029,0.0001463217,5.84
"NoisyVar",0.8105,0,0.0352679137,2.16495e-05,3.26
