"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.804,0,0.0034493305,4.7755e-06,24.08
"deconvolveR",0.797,0,0.0035146274,7.3731e-06,27.54
"NoisyVar",0.7025,0,0.0027526182,1.6737e-06,85.8
