"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9245,0,0.0154892738,4.16813e-05,2.94
"deconvolveR",0.9605,0,0.0189618604,5.60025e-05,6.4
"NoisyVar",0.88,0,0.0132001624,8.8454e-06,10.04
