"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9375,0,0.0150138245,4.89645e-05,2.62
"deconvolveR",0.97,0,0.0208359022,7.04294e-05,6.13
"NoisyVar",0.8825,0,0.0131596019,8.8203e-06,9.93
