"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9195,0,0.0260245296,9.86139e-05,2.44
"deconvolveR",0.98,0,0.0413217028,0.0001884139,5.93
"NoisyVar",0.885,0,0.0243013278,1.6435e-05,4.27
