"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8075,0,0.0344711473,4.8725e-05,2.75
"deconvolveR",0.7975,0,0.0350860902,7.12708e-05,6.32
"NoisyVar",0.6995,0,0.0274932476,1.70935e-05,3.12
