"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.933,0,0.1482784959,0.0004875869,2.24
"deconvolveR",0.987,0,0.2640276907,0.0010560644,5.81
"NoisyVar",0.8875,0,0.1420970506,0.000114197,2.49
