"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.903,0,0.0443901476,3.9087e-05,20.88
"deconvolveR",0.997,0,0.0846892277,0.0001223007,24.8
"NoisyVar",0.8195,0,0.0361585391,2.27896e-05,3.31
