"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.949,0,0.0300928995,4.53075e-05,2.97
"deconvolveR",0.955,0,0.0312897233,5.66396e-05,6.56
"NoisyVar",0.886,0,0.0240848194,1.60918e-05,4.18
