"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.87,0,0.0130339256,4.25104e-05,2.57
"deconvolveR",0.954,0,0.0200851278,7.97472e-05,6.06
"NoisyVar",0.824,0,0.0119800782,7.3911e-06,9.98
