"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9495,0,0.0096877804,6.3131e-06,25.95
"deconvolveR",0.9505,0,0.0098889126,6.2603e-06,29.08
"NoisyVar",0.874,0,0.007588094,5.0437e-06,26.57
