"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8765,0,0.0408405052,0.0001333827,2.23
"deconvolveR",0.8925,0,0.0475097248,0.0001828927,5.62
"NoisyVar",0.807,0,0.0352541375,2.19115e-05,3.14
