"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8225,0,0.0028575312,1.72688e-05,3.68
"deconvolveR",0.8055,0,0.0038738495,2.43629e-05,9.08
"NoisyVar",0.697,0,0.0027280262,1.6794e-06,85.8
