"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.803,0,0.0034734784,3.1427e-06,58.08
"deconvolveR",0.785,0,0.0033540616,4.3795e-06,61.4
"NoisyVar",0.6995,0,0.0027341548,1.6581e-06,85.2
