"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9125,0,0.0044644103,2.7633e-06,120.45
"deconvolveR",0.9105,0,0.0044575846,5.3487e-06,123.7
"NoisyVar",0.81,0,0.0035028667,2.1575e-06,85.8
