"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.6645,0,0.0878249712,0.0007203047,2.43
"deconvolveR",0.904,5e-04,0.2724562032,0.003187112,6.48
"NoisyVar",0.8055,0,0.1195446043,9.06517e-05,2.28
