"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8155,0,0.0032597131,1.11068e-05,5.69
"deconvolveR",0.7865,0,0.0034509174,1.10483e-05,9.5
"NoisyVar",0.695,0,0.0027273288,1.6779e-06,85.8
