"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.812,0,0.0034127317,6.8161e-06,13.1
"deconvolveR",0.784,0,0.003383934,5.9928e-06,16.57
"NoisyVar",0.697,0,0.0027284393,1.6828e-06,85.8
