"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.908,0,0.0043345142,8.5498e-06,13.09
"deconvolveR",0.8925,0,0.0044571264,1.15037e-05,16.66
"NoisyVar",0.8095,0,0.0035250526,2.1816e-06,85.8
