"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8225,0,0.0038236828,2.0873e-05,3.63
"deconvolveR",0.976,0,0.0085483802,5.91284e-05,7.07
"NoisyVar",0.883,0,0.0041940173,2.7443e-06,85.8
