"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8125,0,0.0033391924,9.008e-06,7.62
"deconvolveR",0.787,0,0.0033878889,8.2268e-06,11.03
"NoisyVar",0.695,0,0.0027285131,1.6874e-06,85.8
