"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.858,0,0.0074562251,2.40733e-05,3
"deconvolveR",0.8925,0,0.0087826264,2.93599e-05,7.23
"NoisyVar",0.8,0,0.0063794684,3.9789e-06,26.69
