"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.954,0,0.0305399334,2.85841e-05,21.85
"deconvolveR",1,0,0.0815177302,0.0001162119,25.59
"NoisyVar",0.894,0,0.025730597,1.74912e-05,4.34
