"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9195,0,0.0260245296,9.86139e-05,2.27
"deconvolveR",0.98,0,0.041028851,0.0001719896,7.48
"NoisyVar",0.8815,0,0.0240799539,1.60155e-05,4.19
