"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.668,0,0.0044974049,3.65758e-05,2.62
"deconvolveR",0.803,0,0.0091356521,0.000104758,8.2
"NoisyVar",0.6845,0,0.0049828455,3.2401e-06,26.98
