"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8095,0,0.0031608855,1.42536e-05,4.68
"deconvolveR",0.786,0,0.0035346908,1.54827e-05,8.03
"NoisyVar",0.696,0,0.0027341017,1.6634e-06,85.8
