"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8225,0,0.0038236828,2.0873e-05,3.8
"deconvolveR",0.97,0,0.0082763596,5.77126e-05,9.3
"NoisyVar",0.879,0,0.0041591061,2.7286e-06,85.8
