"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9125,0,0.0044644103,2.7633e-06,119.84
"deconvolveR",0.914,0,0.0044925845,2.4878e-06,123.01
"NoisyVar",0.8025,0,0.0034961798,2.1429e-06,86.4
