"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9365,0,0.0049066367,1.32306e-05,7.74
"deconvolveR",0.976,0,0.0060992757,1.50755e-05,11.13
"NoisyVar",0.8825,0,0.0041606249,2.738e-06,85.2
