"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8295,0,0.0165992689,9.70411e-05,2.34
"deconvolveR",0.814,0,0.0231741435,0.0001448695,5.88
"NoisyVar",0.698,0,0.015928552,1.01233e-05,4.27
