"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.6715,0,0.0027691136,2.24905e-05,3.35
"deconvolveR",0.886,0,0.0071086215,8.58952e-05,8.56
"NoisyVar",0.805,0,0.0035036394,2.1627e-06,85.8
