"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.948,0,0.0052055528,7.533e-06,24.15
"deconvolveR",0.9575,0,0.005568546,1.23606e-05,27.36
"NoisyVar",0.886,0,0.0041907912,2.7742e-06,85.8
