"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9065,0,0.0142217656,5.46151e-05,2.46
"deconvolveR",0.9815,0,0.0224186906,9.40803e-05,5.96
"NoisyVar",0.8795,0,0.0131607865,8.7921e-06,10.05
