"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.913,0,0.0044484907,3.9596e-06,56.94
"deconvolveR",0.908,0,0.0044698554,3.8216e-06,60.1
"NoisyVar",0.8075,0,0.0034962495,2.1541e-06,84.6
