"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.803,0,0.0034734784,3.1427e-06,56.55
"deconvolveR",0.7915,0,0.0034196907,2.9877e-06,59.71
"NoisyVar",0.698,0,0.0027275935,1.6807e-06,84.6
