"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.94,0,0.0047013667,1.48016e-05,5.65
"deconvolveR",0.978,0,0.0065616787,2.15313e-05,10.03
"NoisyVar",0.8815,0,0.0041603555,2.728e-06,85.8
