"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.949,0,0.0050929658,9.9111e-06,13.31
"deconvolveR",0.9615,0,0.0056616522,1.19957e-05,16.67
"NoisyVar",0.885,0,0.004166595,2.7195e-06,85.8
