"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9495,0,0.0967047542,7.10515e-05,26.38
"deconvolveR",1,0,0.2090487055,0.0002576512,29.73
"NoisyVar",0.88,0,0.0780465377,5.40239e-05,2.71
