"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.858,0,0.0074562251,2.40733e-05,2.9
"deconvolveR",0.893,0,0.0087536553,2.93814e-05,6.59
"NoisyVar",0.802,0,0.0063856798,3.9908e-06,26.67
