"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9065,0,0.0445392233,2.95817e-05,21.44
"deconvolveR",1,0,0.2523510637,0.0002921715,25.33
"NoisyVar",0.844,0,0.0419300627,2.7238e-05,3.21
