"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.909,0,0.0044054835,5.9895e-06,24.19
"deconvolveR",0.9085,0,0.0045101684,5.2636e-06,27.47
"NoisyVar",0.8045,0,0.0034960162,2.1452e-06,85.8
