"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9345,0,0.0471708339,0.0001539808,2.34
"deconvolveR",0.9665,0,0.0643834263,0.0002579512,5.84
"NoisyVar",0.876,0,0.041920352,2.81187e-05,3.14
