"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.949,0,0.0050929658,9.9111e-06,13.18
"deconvolveR",0.9675,0,0.0057766052,1.00277e-05,17.42
"NoisyVar",0.8805,0,0.0041589927,2.7396e-06,85.8
