"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.6715,0,0.0027691136,2.24905e-05,3.26
"deconvolveR",0.8835,0,0.0071191042,8.49193e-05,10.88
"NoisyVar",0.8095,0,0.0034965432,2.1423e-06,85.8
