"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8795,0,0.0133328415,3.43197e-05,2.89
"deconvolveR",0.9765,0,0.0214130604,6.84682e-05,6.63
"NoisyVar",0.8195,0,0.0119843336,7.3993e-06,10.05
