"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.911,0,0.0435241628,8.54013e-05,2.52
"deconvolveR",0.8965,0,0.0447148098,0.000114596,6.01
"NoisyVar",0.8105,0,0.0352540341,2.17273e-05,3.13
