"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.6715,0,0.0024100307,1.96092e-05,3.33
"deconvolveR",0.8125,0,0.0050037832,5.617e-05,8.44
"NoisyVar",0.6995,0,0.0027531656,1.667e-06,85.8
