"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8765,0,0.0040782984,1.29365e-05,5.61
"deconvolveR",0.91,0,0.0047980601,1.63397e-05,9.2
"NoisyVar",0.812,0,0.003501862,2.1391e-06,85.8
