"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8225,0,0.0035016323,1.87516e-05,3.61
"deconvolveR",0.926,0,0.0057816753,3.61287e-05,9.37
"NoisyVar",0.807,0,0.0034961391,2.1394e-06,85.8
