"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.668,0,0.0044974049,3.65758e-05,2.6
"deconvolveR",0.81,0,0.0091530283,0.0001043216,9.07
"NoisyVar",0.6845,0,0.0049789324,3.2456e-06,27.25
