"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9215,0,0.049387193,0.0001388384,2.16
"deconvolveR",0.9605,0,0.0594058051,0.0002035341,5.67
"NoisyVar",0.8785,0,0.0419231459,2.81252e-05,3.15
